subject,trial,trial_uid,redundancy,unique_ecn,unique_dmn,synergy
sub-M87100058,97,sub-M87100058_win_97,0.46554873673584485,0.0,0.15819378147305763,1.310132427326896
sub-M87100058,98,sub-M87100058_win_98,0.7770985159200556,0.0,0.38501950922010675,0.9264491250566689
sub-M87100058,99,sub-M87100058_win_99,1.2252405002605498,0.22685640014490627,0.0,0.6846707754606385
sub-M87100058,100,sub-M87100058_win_100,0.4973002465497318,0.16379580593648413,0.0,0.8856468572828389
sub-M87100058,101,sub-M87100058_win_101,0.5639442488385802,0.0,0.0294874906944802,1.2929624781511802
sub-M87100058,102,sub-M87100058_win_102,0.7328738466484861,0.0,0.1595461844238315,1.2487850328905905
sub-M87100058,103,sub-M87100058_win_103,0.31787752718590045,0.019383743268411635,0.0,0.6660689511927211
sub-M87100058,104,sub-M87100058_win_104,0.48862062481691737,0.0,0.28746373760168353,1.2678558125255117
sub-M87100058,105,sub-M87100058_win_105,0.4913713271902278,1.1646134866119437,0.0,0.661959183066279
sub-M87100058,106,sub-M87100058_win_106,0.36523090212099607,0.0,0.2693672650355703,1.026201638961652
sub-M87100058,107,sub-M87100058_win_107,0.6650208568252953,0.07035495834292504,0.0,1.183855195900474
sub-M87100058,108,sub-M87100058_win_108,1.258768850645514,0.27254643140630197,0.0,0.4201980348898875
sub-M87100058,109,sub-M87100058_win_109,0.45951838679565604,0.3554682071865489,0.0,1.227389256568534
sub-M87100058,110,sub-M87100058_win_110,0.855203699784993,0.0,0.09836497430058166,1.1162210598316484
sub-M87100058,111,sub-M87100058_win_111,0.8940182397926755,0.3370785085924588,0.0,0.6580042861726998
sub-M87100058,112,sub-M87100058_win_112,0.9885506986597772,0.0,0.23622787105290133,1.040786257642389
sub-M87100058,113,sub-M87100058_win_113,0.4173006250658391,0.03228261262202281,0.0,1.238127309970106
sub-M87100058,114,sub-M87100058_win_114,0.5819208485319969,0.390874587655893,0.0,0.9708524380873627
sub-M87100058,115,sub-M87100058_win_115,0.721442744796887,0.664221711289958,0.0,0.5898557234577071
sub-M87100058,116,sub-M87100058_win_116,1.738393992682032,0.04478739628465167,0.0,0.38683552721357906
sub-M87100058,117,sub-M87100058_win_117,1.890971984707659,0.008162148854187201,0.0,0.24342242666231684
